version,participant,session,condition,indivMean,test,paradigm,nback,materials,participants,days
v6,lpah2,1,exp,0.666666667,sentence,D,yes,TN2x2-Exp,Georgetown (Online),1
v6,LqgsU,1,exp,0.833333333,sentence,D,yes,TN2x2-Exp,Georgetown (Online),1
v6,M4sbD,1,exp,0.5,sentence,D,yes,TN2x2-Exp,Georgetown (Online),1
v6,N5VJ5,1,exp,0.5,sentence,D,yes,TN2x2-Exp,Georgetown (Online),1
v6,np0dS,1,exp,0.5,sentence,D,yes,TN2x2-Exp,Georgetown (Online),1
v6,RQRhZ,1,exp,0.333333333,sentence,D,yes,TN2x2-Exp,Georgetown (Online),1
v6,zeKbP,1,exp,0.416666667,sentence,D,yes,TN2x2-Exp,Georgetown (Online),1
v6,ZFXaO,1,exp,0.75,sentence,D,yes,TN2x2-Exp,Georgetown (Online),1
v7,565bff58c121fe0005fc390d,1,exp,0.75,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,5c98310742270c0014d0287a,1,exp,0.5,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,5ddb84c67af661ad594e95d4,1,exp,0.625,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,5df9846d76f45070feedf075,1,exp,0.625,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,5ed929186e439f4729693f32,1,exp,0.625,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,5f5353ff017c5965165df065,1,exp,0.875,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,6012ed349807110d8eb941a6,1,exp,0.5,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,60c382725a7a55abef2e8e99,1,exp,1,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,6105a3ab3439f5af30a3777b,1,exp,0.375,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,61365f766033bc62f92053dc,1,exp,0.375,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,615039e5815124bccc71c92b,1,exp,0.75,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,6168d697eba319246a288a7a,1,exp,0.5,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,623a4d7294028cfe9638272f,1,exp,0.5,phrase,E,yes,TN2x2-Exp,Prolific,1
v7,565bff58c121fe0005fc390d,1,exp,0.75,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,5c98310742270c0014d0287a,1,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,5ddb84c67af661ad594e95d4,1,exp,0.166666667,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,5df9846d76f45070feedf075,1,exp,0.583333333,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,5ed929186e439f4729693f32,1,exp,0.333333333,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,5f5353ff017c5965165df065,1,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,6012ed349807110d8eb941a6,1,exp,0.583333333,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,60c382725a7a55abef2e8e99,1,exp,0.916666667,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,6105a3ab3439f5af30a3777b,1,exp,0.333333333,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,61365f766033bc62f92053dc,1,exp,0.333333333,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,615039e5815124bccc71c92b,1,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,6168d697eba319246a288a7a,1,exp,0.75,sentence,E,yes,TN2x2-Exp,Prolific,1
v7,623a4d7294028cfe9638272f,1,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Prolific,1
v8,591c7f98f03ecd0001fbb428,2,exp,0.5,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,5c0ef103857373000152f759,2,exp,0.75,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,5dfa56fddc265f7ac3bee209,2,exp,0.5,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,5e2e147d047efa000c6b833d,2,exp,0.875,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,5eb02a40b17a8c0868685d32,2,exp,0.375,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,5eea7f7eeaccd018d7218549,2,exp,0.875,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,5ef7ac2cc347580e1795f9f2,2,exp,0.5,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,5f4671a7945ff70281441e4e,2,exp,0.375,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,60c1cc647e32e198c6c734e0,2,exp,0.375,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,611c852a4b18971c1cb9cf1b,2,exp,0.75,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,6151e367f510c841179bf2d9,2,exp,1,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,615e8d0ac26e9a2f04f94a6f,2,exp,0.875,phrase,E,yes,TN2x2-Exp,Prolific,2
v8,591c7f98f03ecd0001fbb428,2,exp,0.333333333,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,5c0ef103857373000152f759,2,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,5dfa56fddc265f7ac3bee209,2,exp,0.5,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,5e2e147d047efa000c6b833d,2,exp,0.5,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,5eb02a40b17a8c0868685d32,2,exp,0.583333333,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,5eea7f7eeaccd018d7218549,2,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,5ef7ac2cc347580e1795f9f2,2,exp,0.833333333,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,5f4671a7945ff70281441e4e,2,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,60c1cc647e32e198c6c734e0,2,exp,0.5,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,611c852a4b18971c1cb9cf1b,2,exp,0.833333333,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,6151e367f510c841179bf2d9,2,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Prolific,2
v8,615e8d0ac26e9a2f04f94a6f,2,exp,0.583333333,sentence,E,yes,TN2x2-Exp,Prolific,2
v9,p01,1,exp,1,phrase,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p02,1,exp,0.625,phrase,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p03,1,exp,0.875,phrase,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p04,1,exp,0.625,phrase,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p05,1,exp,0.25,phrase,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p06,1,exp,0.5,phrase,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p07,1,exp,0.875,phrase,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p08,1,exp,0.875,phrase,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p09,1,exp,0.75,phrase,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p10,1,exp,0.75,phrase,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p01,1,exp,0.916666667,sentence,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p02,1,exp,0.833333333,sentence,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p03,1,exp,0.5,sentence,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p04,1,exp,0.5,sentence,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p05,1,exp,0.5,sentence,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p06,1,exp,0.5,sentence,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p07,1,exp,0.583333333,sentence,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p08,1,exp,0.583333333,sentence,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p09,1,exp,0.416666667,sentence,E,yes,TN2x2-Exp,Haskins (In-person),1
v9,p10,1,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Haskins (In-person),1
